,Element Count,Downforce,Front Axle Moment,Rear Axle Downforce,Rear Axle Moment,Front Axle Downforce,Frontal Area,Cl,ClA,Drag,Cd,CdA,Center of Pressure,Sidepod DF,Rear Wing DF,Front Wing DF,Aero Efficiency,FA-RA Difference,Unnamed: 18,RW 3rd Element AOA,RW 3rd Element X,RW 3rd Element Z,RW 2nd Element AOA,RW 2nd Element X,RW 2nd Element Z,RW 1st Element AOA,RW 1st Element X,RW 1st Element Z,RW Biplane1 Element AOA,RW Biplane1 Element X,RW Biplane1 Element Z,RW Biplane2 Element AOA,RW Biplane2 Element X,RW Biplane2 Element Z,FW 3rd Element AOA,FW 3rd Element X,FW 3rd Element Z,FW 1st Element AOA,FW 1st Element Z,FW 2nd Element AOA,FW 2nd Element X,FW 2nd Element Z,Bullhorn AOA,Bullhorn X,Bullhorn Z Angle,FW Biplane Element AOA,FW Biplane Element Z,Diffuser_Angle1,Expansion_Point1,Gurney_Height1,Intake_Length1,Outlet_Length1,Sidepod_Width1,Strake_Offset1,Generation
0,22312469.0,130.46288937190363,-2597.4529293090413,42.23771088768345,5425.501133362961,88.22517848388635,0.5397951515589955,5.898979796936358,3.184240693530714,54.269295754424135,2.4538279106844287,1.3245644089475943,0.0,13.679966796608849,45.93491757803248,61.702957370432415,2.4039908305106032,45.9874675962029,,-0.7963,17.7766,17.7766,16.6965,17.7766,0.6326,17.7766,17.7766,17.7766,7.5696,-14.3109,-1.833,2.4414,-14.3109,1.6215,7.3243,6.0212,15.1624,-2.5191,-10.2534,-0.0996,4.8185,4.6206,3.547,17.7766,-0.7735,0.7943,12.568,12.5677,0.5625,0.3158,0.1703,0.6564,0.6216,0.2165,3
0,17526459.0,153.85710247894528,-3651.603045148309,59.37946053120105,5810.003020355798,94.47764194735028,0.5399811748901971,6.954370354896076,3.75522907485834,60.82690956363192,2.749387904969508,1.4846177111543326,0.0,16.91947073813499,63.62979807170842,66.19177287964682,2.5294249466676124,35.09818141614925,,-3.1583,10.9886,-7.6389,10.9886,10.9886,10.9886,10.9886,10.9886,-6.08,10.9886,-9.04,-6.089,1.2455,-9.04,10.9886,10.9886,10.9886,10.9886,-3.8124,-9.9727,2.3561,1.1618,5.9149,10.9886,10.9886,-4.8375,-0.8927,10.9886,10.5973,0.6204,0.267,0.0923,0.6495,0.5701,0.2129,3
0,20829366.0,138.1776970920307,-3664.347654384596,59.58670321661209,4833.036709800072,78.5909938750649,0.4945822309167058,6.818962800090412,3.3725378342067427,56.104990596435535,2.768738022328649,1.3693686279072117,0.0,9.207866779533148,65.6124969609787,58.21725249616488,2.46284146246358,19.00429065845281,,-4.8223,0.7306,-12.9022,0.7306,0.7306,-1.5696,0.7306,0.7306,0.7306,0.7306,-13.6685,-7.6795,-2.7381,-13.6685,-11.8693,0.7306,0.7191,0.7306,-2.8459,-10.3047,0.7306,0.7306,0.7306,-5.9942,-5.2708,0.7306,0.7306,0.7306,0.7306,0.5114,0.2617,0.1724,0.5918,0.594,0.2062,3
0,19394718.0,115.50146269968968,-3812.276392124968,61.99220253717914,3290.6088334922856,53.5092601622148,0.5112420704076968,5.514165329098415,2.8190732994186125,52.766294429652575,2.51912023006589,1.287880242024799,0.0,17.66548912066183,55.78264308054933,40.095357087596106,2.188925031559207,-8.482942374964336,,-3.6847,10.0,-9.139,10.0,10.0,7.7025,10.0,10.0,9.7852,3.6139,-9.8262,-8.3301,6.5022,-9.8262,-6.035,9.147,0.2431,8.5472,-4.493,-10.2981,0.6589,10.0,-4.9859,-9.5141,-8.4669,7.4506,4.804,9.3537,10.0,0.4845,0.2087,0.1211,0.6367,0.6491,0.1756,3
0,17978297.0,94.7716730285211,-2687.475421737891,43.7015849643582,3140.609352491728,51.07008806392022,0.53802005274705,4.299312060529719,2.3131161015822275,47.95786314997468,2.175605989100448,1.1705196490126208,0.0,18.332396222620133,36.32216630284088,37.326308491412746,1.9761446153709863,7.3685030995620195,,8.7204,25.0,-30.0,25.0,25.0,14.1202,18.1531,25.0,25.0,6.3657,-30.0,24.9201,10.033,-30.0,14.7558,13.5886,22.9228,15.4586,-3.6375,-10.2273,1.0999,4.1711,-9.917,2.8398,25.0,6.303,6.8336,12.6761,10.0648,0.5514,0.3608,0.1863,0.6223,0.5753,0.2287,3
0,18991584.0,131.12068547068634,-2903.8770723891694,47.22053626187319,5159.528860608148,83.90014920847756,0.5293637432430474,6.045551277701958,3.200295654332096,54.27178704931556,2.5022967990242067,1.3246252002365495,0.0,14.727355879600536,50.30852028037438,58.32695109041555,2.4160008836919245,36.67961294660437,,-1.8028,9.2536,8.573,12.705,9.2536,-0.028,13.5151,9.2536,12.6628,5.8599,-10.0,-3.5869,1.1465,-10.0,-2.4257,5.6759,4.6957,11.5545,-2.6008,-10.0,1.3532,3.7965,3.6481,1.1617,9.71,1.8587,0.7848,10.7924,10.7921,0.5625,0.3158,0.1745,0.6564,0.6216,0.2165,3
0,21639843.0,106.03121079158296,-2769.8449451884608,45.04101255444235,3750.657072556683,60.99019823686893,0.5545680530571853,4.666569533462802,2.5879303806284435,53.882682103685816,2.371445924356851,1.315128149200976,0.0,15.92254269519648,37.67402057675906,42.05047293101583,1.9678161266647485,15.949185682426585,,10.2762,20.1468,20.0275,24.9834,20.1468,13.8921,17.0545,14.1172,16.9305,18.2553,9.4857,25.0,13.0905,9.4857,16.3669,14.3654,25.0,14.9435,5.7954,18.4824,1.2955,4.4283,7.8733,3.4974,22.4802,7.5641,25.0,12.5118,11.9857,0.5886,0.3663,0.1849,0.6557,0.6253,0.2359,3
0,21630483.0,143.7090138969262,-3165.966024023246,51.48241806194915,5671.572546812933,92.22659583460936,0.5486840277470415,6.392644661585943,3.5075420208745984,58.15773348390915,2.5870452687992587,1.419470418048705,0.0,15.80059455277033,55.6939632868197,63.78478528571566,2.47102156992908,40.74417777266022,,-0.552,20.9783,16.7027,13.7781,20.9783,11.0999,17.1177,20.9783,10.5868,6.9092,-10.0,17.5286,6.8941,24.529,25.0,7.9468,5.5841,14.2107,-2.9249,-10.0,-0.5534,3.4351,-0.3331,0.8075,12.1345,-1.3802,0.676,11.64,11.6429,0.556,0.3198,0.1649,0.6516,0.6147,0.2329,3
0,22428657.0,119.76087974415088,-1855.144612091872,30.1668842180806,5509.677992392252,89.5939955257637,0.5607028304172158,5.213160821034615,2.923034027774245,53.90803395931264,2.3466030908930238,1.3157469949295053,0.0,13.933208730916553,32.68079167289587,62.43608987721945,2.221577582193797,59.42711130768311,,14.7159,28.0338,-1.9074,30.2312,28.0338,22.0508,18.3903,28.0338,29.2474,7.1242,-15.0,40.6509,14.8157,-15.0,22.4787,17.5351,33.5708,15.6452,-2.9329,-10.211,1.8555,4.579,-0.7583,3.2853,28.944,10.7613,11.1456,12.7533,11.8519,0.5607,0.3986,0.1996,0.6509,0.6142,0.2389,3
0,18095974.0,118.27502006669091,-2950.759397662225,47.98289929770786,4322.688686502522,70.29212076868032,0.5596449022971965,5.158213937337572,2.886768134989323,58.45751910552063,2.5494511826947783,1.4267873580506911,0.0,18.26970200477496,41.15859369504446,51.64815824043844,2.023264447011424,22.30922147097246,,24.4778,16.1106,8.3078,16.0179,16.1106,23.0457,16.666,16.1106,15.6749,7.1705,-9.2027,21.2192,21.5433,-9.2027,18.2477,15.2956,20.3873,15.0974,-2.9818,-9.848,13.1503,4.2573,-1.2276,2.6658,16.4438,5.6834,8.6724,14.2341,16.654,0.5602,0.3968,0.2107,0.8642,0.6161,0.2384,3
0,23843098.0,113.19550473225834,-2000.984538004322,32.538416944261655,4960.093351195485,80.6570877877069,0.5456211322583634,5.0635705957413855,2.7627911217185703,49.68208489558316,2.222426984246754,1.212603127506254,0.0,18.68264375506416,31.51090457703495,54.52090634710883,2.2783968299672077,48.11867084344525,,38.93,27.6004,2.9693,29.1035,27.6004,37.2812,16.3226,27.6004,28.6406,25.2422,29.2456,22.2178,10.5197,-15.0,5.4351,11.73,18.6788,14.6088,-2.9861,-10.2057,2.6858,18.4078,-2.9348,2.5733,28.3806,0.0311,7.6093,12.7079,17.4324,0.558,0.3749,0.1771,0.6504,0.6081,0.231,3
0,19374538.0,134.2975484677492,-2847.835246678829,46.30922872468484,5410.9352532964585,87.98831974272053,0.5393438949620161,6.077447200094599,3.27783404432502,55.62372318524656,2.5171735790262364,1.3576222024074884,0.0,15.345817905393243,49.35047557604948,62.04962753540441,2.414393369902464,41.6790910180357,,10.9886,10.9886,-10.3026,10.9886,10.9886,3.0682,10.9886,10.9886,10.9886,9.3909,-10.3026,1.3058,8.7228,-10.3026,9.8082,10.9886,10.9886,10.9886,-3.1965,-10.2217,-0.3256,3.233,-2.6773,0.4987,10.9886,1.584,5.0925,10.9886,10.9886,0.62,0.3357,0.1639,0.639,0.5789,0.2244,4
0,22312469.0,130.46288937190363,-2597.4529293090413,42.23771088768345,5425.501133362961,88.22517848388635,0.5397951515589955,5.898979796936358,3.184240693530714,54.269295754424135,2.4538279106844287,1.3245644089475943,0.0,13.679966796608849,45.93491757803248,61.702957370432415,2.4039908305106032,45.9874675962029,,-0.7963,17.7766,17.7766,16.6965,17.7766,0.6326,17.7766,17.7766,17.7766,7.5696,-14.3109,-1.833,2.4414,-14.3109,1.6215,7.3243,6.0212,15.1624,-2.5191,-10.2534,-0.0996,4.8185,4.6206,3.547,17.7766,-0.7735,0.7943,12.568,12.5677,0.5625,0.3158,0.1703,0.6564,0.6216,0.2165,4
0,20023176.0,118.04106085549716,-2556.430250900145,41.570632762447005,4702.630262875937,76.47042809274797,0.5488350124494393,5.2494059403230136,2.8810577746093418,54.35128259524655,2.417056773735146,1.3265653845039305,0.0,15.6292046115779,39.13354929775094,53.53616610879812,2.1718173926924185,34.89979533030096,,10.0907,18.2681,15.6157,25.3239,18.2681,14.809,17.0253,18.2681,23.8076,6.7702,0.0,26.1409,10.9883,0.0,14.3101,14.2145,25.4858,14.4998,0.0,0.0,1.7149,4.3599,6.8207,2.6907,21.712,8.2685,9.2392,12.3925,11.6569,0.5642,0.3953,0.1986,0.6616,0.6287,0.238,4
0,42251.0,0.0004491069572156132,-0.2201396463138927,0.0035797356059871,-0.1925213365837168,0.0031306286487726,0.0739168519774246,0.00014829455714811046,1.0961466829774628e-05,-0.0010287182297296,-0.0003396814764432621,-2.510818541372968e-05,0.0,0.0,0.0,0.0,-0.4365694553052276,-0.0004491069572144182,,13.3396,23.7748,25.0,25.0,23.7748,19.1463,17.9762,20.5189,24.8626,25.0,12.8647,25.0,14.2809,12.8647,20.3029,16.5525,25.0,15.4277,11.818,25.0,1.6819,4.5323,13.829,3.6438,25.0,9.7701,25.0,12.7007,12.0904,0.6142,0.3961,0.1985,0.6601,0.6355,0.2387,4
0,18142645.0,121.9440701817063,-2014.198775448762,32.75329634957505,5484.881445702429,89.19077383181899,0.5585116537028515,5.329019665350023,2.9763195859096574,55.87059521774136,2.441574241260811,1.3636476671248603,0.0,17.53230180570987,32.76305009308343,61.62216764072799,2.182616270803281,56.437477482243935,,25.0,25.0,5.9733,25.0,25.0,25.0,17.6873,25.0,25.0,25.0,25.0,25.0,13.3551,-10.0,15.934,15.5613,25.0,15.2928,-2.951,-10.0,3.2338,25.0,-1.4983,3.0432,25.0,7.113,10.2544,12.7419,21.6067,0.5604,0.3958,0.1969,0.6509,0.6135,0.238,4
0,20685673.0,126.58267265701988,-1983.2845005813888,32.25059303225339,5801.051510577251,94.33207962444224,0.5517669599096073,5.599347655113936,3.0895350331392053,53.86241534537142,2.3825882542396526,1.3146334777581516,0.0,13.593677662278376,37.59406803236155,65.75959245686376,2.3501113317209894,62.08148659218886,,13.3368,18.1476,-5.3662,23.1115,18.1476,14.23,15.6517,18.1476,21.7248,10.8188,-9.7107,24.4407,12.5613,-9.7107,17.2585,15.1129,25.2154,13.9223,-3.0304,-10.215,1.0485,4.0809,-1.4683,2.2542,20.7922,7.3657,9.4144,12.2486,11.605,0.6699,0.3886,0.1939,0.649,0.6085,0.2366,4
0,20387431.0,122.37942349858542,-2568.264744578988,41.76307587349197,4957.587991569921,80.61634762478029,0.5421683123545222,5.509258613265779,2.9869454446789225,55.37707587865793,2.492956932956096,1.3516022531133125,0.0,16.73002675756838,40.062337153616575,56.29665977450625,2.2099293174443315,38.853271751288325,,8.511,21.8795,25.0,24.8173,21.8795,12.6268,18.1448,21.8795,24.2002,7.8369,-14.2282,21.958,9.866,-14.2282,13.3015,13.4508,22.5509,15.4521,-2.2708,-10.2279,1.0735,4.9623,7.848,3.704,23.5836,6.1474,7.8332,12.694,13.0544,0.5639,0.3821,0.1938,0.6607,0.6275,0.2344,4
0,22087657.0,130.18943680683256,-2785.351231319213,45.29316343007213,5220.7865751864,84.89627337642726,0.5527731413766491,5.74840946684497,3.177566358907163,56.415800784555145,2.490994133347052,1.3769546522410536,0.0,17.74916746454656,44.15147613385387,58.21435694961168,2.307676838692934,39.603109946355126,,8.1507,23.6594,26.6033,23.1564,23.6594,16.9258,17.8431,23.6594,20.5142,7.0317,0.0,29.8297,11.4094,29.0353,26.3413,13.4121,21.5365,15.0284,0.0,0.0,0.8197,4.0871,0.0,2.2199,20.4384,5.5405,7.4393,12.3592,11.7779,0.5596,0.3797,0.1913,0.6522,0.6152,0.2375,4
0,16743670.0,116.96541033203732,-2669.9242496665024,43.41618178213826,4522.987991763666,73.5492285495996,0.5378191728480816,5.308111447152612,2.854804107893051,52.82312765803975,2.3972133966792417,1.2892673261423695,0.0,15.482461590434612,45.36645186093037,52.115595212534096,2.2142840743780736,30.133046767461348,,2.5471,15.9492,6.0631,17.7766,15.9492,17.4635,15.5142,15.9492,11.3166,14.2464,-8.1515,7.2048,5.3547,-8.1515,17.2193,14.1204,17.7766,13.7998,-3.0934,-9.7266,4.0818,3.4458,8.555,17.7766,17.4884,0.8872,3.4677,12.1621,11.7716,0.6956,0.3357,0.1649,0.6553,0.6084,0.2238,4
0,22128155.0,128.40122329291296,-4154.751205100405,67.56125519393619,3741.418510513626,60.839968098647965,0.5005410282740498,6.261067119788799,3.1339209742319287,56.65899346050588,2.7627911315661278,1.3828903139005349,0.0,11.76666623105084,64.38102249390947,44.9611684517154,2.26621080698186,-6.721287095288231,,0.7306,0.7306,0.7306,0.7306,0.7306,0.7306,0.7306,0.7306,0.7306,0.7306,0.5322,0.7306,0.7306,0.5322,0.7306,0.7306,0.7306,0.7306,0.5111,0.7306,0.7306,0.7306,0.7306,0.5862,0.7306,0.7306,0.7306,0.7306,0.7306,0.5317,0.3132,0.1641,0.6885,0.6785,0.2203,4
0,22428657.0,119.76087974415088,-1855.144612091872,30.1668842180806,5509.677992392252,89.5939955257637,0.5607028304172158,5.213160821034615,2.923034027774245,53.90803395931264,2.3466030908930238,1.3157469949295053,0.0,13.933208730916553,32.68079167289587,62.43608987721945,2.221577582193797,59.42711130768311,,14.7159,28.0338,-1.9074,30.2312,28.0338,22.0508,18.3903,28.0338,29.2474,7.1242,-15.0,40.6509,14.8157,-15.0,22.4787,17.5351,33.5708,15.6452,-2.9329,-10.211,1.8555,4.579,-0.7583,3.2853,28.944,10.7613,11.1456,12.7533,11.8519,0.5607,0.3986,0.1996,0.6509,0.6142,0.2389,4
0,21107035.0,124.86496633072296,-2832.8578180399527,46.065677708398255,4845.846016678428,78.79928862200514,0.548906512889088,5.552148633232092,3.047610545309344,57.80000328203244,2.570090063318153,1.4107391744668627,0.0,18.19451441489708,41.32670277243264,55.79863381443298,2.1602934124666078,32.73361091360688,,11.8408,23.5962,25.0,25.0,23.5962,13.6593,19.8651,23.5962,25.0,9.8944,-13.6048,23.5569,11.7258,-13.6048,15.8498,14.5976,24.3894,16.5077,-1.7467,-10.219,1.0907,5.5704,14.2762,4.7043,25.0,6.988,9.0697,13.0423,14.1879,0.6614,0.3881,0.1939,0.6715,0.645,0.2364,4
0,42245.0,-0.00024174560612754683,-0.2194440780940437,0.0035684248295564,-0.2343104811160193,0.0038101704356833,0.0739197610568484,-7.982095582262833e-05,-5.900345981737943e-06,-0.0002426071424303269,-8.010542283845264e-05,-5.921373715576231e-06,0.0,0.0,0.0,0.0,0.9964488419666918,0.00024174560612693144,,12.2331,18.3211,25.0,25.0,18.3211,15.1656,17.9318,18.3211,25.0,9.4423,1.2818,25.0,12.0265,1.2818,16.1263,14.8074,25.0,14.881,2.0001,6.7419,2.1547,4.544,12.2915,2.9787,22.2381,8.8644,9.3702,12.5001,11.6957,0.6572,0.4013,0.2028,0.6727,0.6465,0.2393,5
0,20920950.0,119.91372293522596,-2534.226786431296,41.20957770641191,4839.995072558776,78.70414522850712,0.5369889670377059,5.450324916908857,2.9267643471507574,53.297901806553625,2.422499069536319,1.3008552730001115,0.0,16.330517807033107,41.23871652733371,55.99853081816509,2.249876990851469,37.49456752209521,,9.3446,16.8725,12.7836,21.1376,16.8725,19.3648,15.6008,16.8725,17.4366,16.4058,-7.955,17.3395,9.8949,-7.955,17.2423,14.7456,22.463,13.8769,-3.0537,-9.419,5.9927,3.846,14.8697,27.5557,19.2923,4.9686,7.7136,12.2239,11.8905,0.7171,0.3801,0.1893,0.6607,0.6085,0.2346,5
0,22551136.0,80.59844415702761,-3463.120395825132,56.31450579819083,1493.3666029514384,24.283938358630436,0.5743893506888226,3.424831168776118,1.967186551252156,56.13361015722206,2.38525866960695,1.3700671784604208,0.0,16.361536459042885,34.528994349324925,18.95217743548618,1.43583218558869,-32.03056743956039,,13.3408,25.463,37.7538,25.8498,25.463,21.2112,19.0223,21.2303,26.1805,31.3815,14.8965,25.2349,15.0547,14.8965,21.5816,17.2003,25.0969,16.1051,18.4997,40.8467,1.9669,4.7354,20.7129,4.2691,26.641,10.8522,32.9487,12.9312,12.338,0.6476,0.4005,0.2012,0.6668,0.6517,0.2399,5
0,20138550.0,126.79009223188436,-2154.643465484378,35.0370960467702,5642.448032915494,91.75299618478952,0.5606905445057793,5.519261400163944,3.0945976797276518,55.883613811746464,2.4326527978917047,1.3639654218434074,0.0,16.139623263503132,35.66381406543787,63.26783797560632,2.268824143316833,56.7159001380193,,20.0,20.0,10.4183,20.0,20.0,20.0,18.5422,20.0,20.0,20.0,20.0,20.0,13.6884,-9.9757,16.4532,15.7497,20.0,15.8685,-2.9176,-9.9097,4.1516,20.0,-1.4857,3.3746,20.0,7.2191,10.6543,12.9767,20.0,0.6217,0.3998,0.1986,0.6519,0.6162,0.2387,5
0,20685673.0,126.58267265701988,-1983.2845005813888,32.25059303225339,5801.051510577251,94.33207962444224,0.5517669599096073,5.599347655113936,3.0895350331392053,53.86241534537142,2.3825882542396526,1.3146334777581516,0.0,13.593677662278376,37.59406803236155,65.75959245686376,2.3501113317209894,62.08148659218886,,13.3368,18.1476,-5.3662,23.1115,18.1476,14.23,15.6517,18.1476,21.7248,10.8188,-9.7107,24.4407,12.5613,-9.7107,17.2585,15.1129,25.2154,13.9223,-3.0304,-10.215,1.0485,4.0809,-1.4683,2.2542,20.7922,7.3657,9.4144,12.2486,11.605,0.6699,0.3886,0.1939,0.649,0.6085,0.2366,5
