Element Count,Downforce,Front Axle Moment,Rear Axle Downforce,Rear Axle Moment,Front Axle Downforce,Frontal Area,Cl,ClA,Drag,Cd,CdA,Center of Pressure,Sidepod DF,Rear Wing DF,Front Wing DF,Aero Efficiency,FA-RA Difference,RW 3rd Element AOA,RW 3rd Element X,RW 3rd Element Z,RW 2nd Element AOA,RW 2nd Element X,RW 2nd Element Z,RW 1st Element AOA,RW 1st Element X,RW 1st Element Z,RW Biplane1 Element AOA,RW Biplane1 Element X,RW Biplane1 Element Z,RW Biplane2 Element AOA,RW Biplane2 Element X,RW Biplane2 Element Z,FW 3rd Element AOA,FW 3rd Element X,FW 3rd Element Z,FW 1st Element AOA,FW 1st Element Z,FW 2nd Element AOA,FW 2nd Element X,FW 2nd Element Z,Bullhorn AOA,Bullhorn X,Bullhorn Z Angle,FW Biplane Element AOA,FW Biplane Element Z,Generation,Sim_Num
19411880,111.867000806758,-1433.78284802418,23.3150347893598,5445.5972800906,88.5519660171119,0.514212563115199,5.30980028949575,2.73036601649144,47.5345764595276,2.25624273490497,1.16018835972553,13.9898626889404,2.29956435045375,43.611479781963,65.7935094188448,2.35338166738491,65.2369312277522,-2.4656,48.4404,-28.6581,10.869,77.6306,-32.0889,15.4028,75.5438,13.791,12.1006,-74.124,2.7276,-3.8262,-109.4429,-27.2672,13.7766,4.9186,13.3257,-3.5675,-10.3735,-3.3316,-1.949,-6.0762,2.825,53.468,-3.102,0.3128,11.0437,3,162
21017620,97.3963657057202,-1225.91695795039,19.9348852323538,4763.57608248567,77.4614804731172,0.507944406206973,4.67999562847353,2.37717760055621,43.0278478732167,2.06753238162614,1.05019150789878,14.5009070428109,1.09659916848333,38.5864285630891,58.6047810691466,2.26356581887857,57.5265952407634,-1.767,51.6609,-34.7117,12.1105,69.0822,-39.1872,11.9934,72.5056,5.2161,12.068,-62.1377,0.865,-2.7647,-109.586,-32.3774,13.7766,-0.9381,12.9377,-3.3904,-10.3827,-3.2382,-2.579,-4.436,1.802,29.8757,-2.0212,1.2001,10.3346,3,163
21423130,99.2156805199932,-1531.61830970063,24.9059571495783,4569.75542915258,74.3097233701606,0.51882117400874,4.66746957250396,2.42158204325658,43.4893989325562,2.04590086143982,1.0614566868377,9.50537589281919,1.60585636520593,42.6655580151474,55.5652879164746,2.28137621938298,49.4037662205824,-3.2712,44.2689,-37.9853,12.3994,77.3541,-36.8363,15.4263,71.9723,4.7561,9.7489,-145.2281,-0.5396,-3.8269,-110.721,-31.3268,13.7766,3.7055,14.7448,-3.0625,-10.3722,-3.7344,-3.7903,-6.1993,3.4956,49.3447,-3.9569,0.0129,10.623,3,164
22053040,110.700586539473,-1440.3685205811,23.4221257515564,5367.28172228029,87.2784607876334,0.51465645566662,5.24990397613369,2.70189697294706,46.404389552096,2.20069826940561,1.13260357132396,13.7109165634162,2.67737531508052,42.7751132283081,64.6274492435608,2.38556282299965,63.856335036077,-1.3874,48.3289,-31.2366,12.5862,69.3448,-37.538,15.4372,74.8529,5.0659,10.1539,-124.0238,6.6291,-3.3473,-110.4765,-32.1345,13.7766,-2.0868,13.1752,-3.1574,-10.3732,-3.6499,-2.8324,-6.0772,3.8668,48.7454,-2.3743,0.6123,11.396,3,167
20079664,97.3062789067232,-2230.63458955987,36.2728031860654,3753.3184674105,61.0334757204087,0.513161493967699,4.62813145868966,2.37497885362009,44.2081083374779,2.10264886525946,1.07899843298603,0.589575973394362,-0.3649888408407,53.8738084279967,47.9467792384167,2.20109573935854,24.7606725343433,-1.7871,31.2915,-29.1733,8.9825,57.6324,-12.7397,15.817,76.5413,11.5491,6.053,-164.7435,-19.3129,-2.2879,-113.8621,-24.4058,13.7766,-1.8166,10.5734,-3.5359,-10.4935,-3.1529,-3.4404,-2.1005,-4.7335,38.6992,4.3337,3.8699,11.0392,3,169
19679467,116.263565387537,-1376.91019403696,22.3902169844163,5772.84134647702,93.8733484028233,0.515282146859109,5.50702971057499,2.83767409208198,47.5443501390113,2.25202235896322,1.16042691590128,14.603218041962,2.46801255586571,43.7541285280037,68.4873275838276,2.44537079690022,71.4831314184071,-2.0707,39.0929,-28.9715,12.0713,70.4753,-30.4602,15.22,74.5787,4.7779,10.0449,-155.7259,-1.3004,-3.8298,-110.3215,-31.3924,13.7766,0.3466,15.0356,-3.6103,-10.3716,-3.713,-1.9399,-4.2994,6.74,36.7768,3.0816,-0.7627,11.3575,3,170
19220991,111.483637758589,-1215.08215956437,19.7586983699891,5640.72265039218,91.7249393883148,0.513577680742477,5.2981453101501,2.72100918062352,46.2186730866849,2.19649493843964,1.12807077624642,15.5939468357551,2.35177765352613,40.8497510939444,67.3032658913138,2.41209083500726,71.9662410183257,-2.7841,50.6293,-30.2268,12.2653,69.7091,-36.4261,14.3135,75.1568,5.1366,11.2853,-57.0956,-1.016,-3.6726,-110.2318,-25.8114,13.7766,1.3421,15.0248,-3.4979,-10.4692,-3.8923,-1.9425,-5.8696,1.9532,38.4718,3.7801,1.4016,11.0109,3,171
20275764,104.735894569992,-1384.43807918326,22.5126294573498,5056.40709060699,82.2232651123743,0.502520975423809,5.08698224752922,2.55631528099198,44.0145819378618,2.13777137121501,1.07427495469606,13.5310660302016,0.950825339809081,42.3533141836652,61.466015675095,2.37957263158502,59.7106356550245,-1.4061,52.4181,-29.6107,11.6271,79.2837,-34.8361,10.2668,74.9192,4.8573,11.1033,-156.0007,5.1247,-2.2865,-118.2312,-33.5393,13.7766,-2.4565,14.4807,-3.5969,-10.4407,-3.6511,-1.9568,-6.1864,4.0522,28.3172,2.0921,0.0023,10.5172,3,175
19330073,105.933921916186,-1147.49658894818,18.6596756467458,5367.02254598738,87.2742462691697,0.51823915265752,4.98911705761377,2.58555579644694,45.0135319273441,2.11997985064536,1.09865656144947,15.83142237307,2.06229044509565,39.5190292730672,64.5395762158244,2.35337947013741,68.614570622424,-3.6391,51.5484,-47.3801,12.1943,75.813,-38.8323,15.4422,71.1581,17.6222,11.1539,-125.7761,-2.0199,-2.8742,-124.1847,-24.7616,13.7766,-2.4279,13.3877,-3.6157,-10.4689,-3.9214,-1.9634,-6.167,4.2167,55.1288,4.8884,0.6536,10.3401,3,176
20332872,106.815404045111,-1352.85490728921,21.9990490692995,5215.87190817122,84.8163549755376,0.518407459208799,5.02899873007116,2.60707045402046,45.6704549808954,2.15022039334043,1.11469029085056,14.1885679802984,2.02571046042467,41.4061696371005,62.6783282596048,2.3388294268098,62.8173059062381,-1.5548,33.3663,-41.1497,12.5594,78.3787,-40.7681,15.4208,75.2283,6.44,10.4598,-152.9735,1.2104,-3.0799,-111.322,-28.0494,13.7766,2.4239,13.656,-3.6109,-10.3833,-3.2997,-1.9491,-5.2258,3.2375,32.4877,6.7154,0.3038,11.9882,3,179
19479189,123.697996415979,-1880.48040550662,30.5788747128022,5726.45937382723,93.1191217028602,0.515692071592129,5.85451734331459,3.01912817694595,50.0814720069155,2.37031200939756,1.22235111044593,9.20121921946567,2.32970223281782,52.8452016908418,68.2361328200064,2.46993531657572,62.5402469900581,-3.5637,35.4616,-27.5677,2.7741,72.4071,-21.873,15.0492,69.1755,12.3438,11.1828,-16.4605,3.9403,-2.637,-150.7379,-29.8444,13.7766,-2.5936,10.8755,-3.7587,-10.4883,-1.8379,-1.9371,-5.0486,3.4918,68.9102,-6.3442,2.7986,12.7866,3,180
22215375,121.672326440981,-2320.97895459165,37.7419112986652,5161.39009636277,83.9304151420043,0.519261386426429,5.71905991393658,2.96968697996652,49.1972765595277,2.31245822675155,1.20077026487621,4.54907114845323,1.41432932051016,58.7677264002041,62.8766318985291,2.47315166508781,46.1885038433391,-1.7658,28.14,-26.4657,-1.3844,74.9354,-16.9329,13.7682,66.5814,4.7918,9.898,-165.7667,-25.9572,-4.6181,-201.5057,-25.6304,13.7766,-1.9726,14.253,-3.7951,-10.3855,-3.9141,-2.3701,-3.5341,4.6222,48.0622,-6.7936,3.0771,11.536,3,181
20306871,87.8236129782617,-1376.88195490851,22.3897577821995,4023.92448081206,65.4338551958374,0.508378846787662,4.21640869886089,2.14353299191237,42.9361422106584,2.0613627403072,1.04795321272843,10.1298438460847,0.493808303724272,38.5142434816896,52.3482853726222,2.04544722596108,43.0440974136379,-2.8697,51.0769,-38.6564,12.5002,68.862,-37.7523,9.7534,71.5288,5.3698,9.8141,-140.1131,-1.4705,-3.1219,-108.962,-24.3854,13.7766,-1.9513,13.6358,-3.0238,-10.3761,-3.2853,-1.9637,-4.1652,4.3257,33.6565,-3.8763,0.3101,10.2954,3,182
19226750,106.823112335662,-1451.70686416039,23.6065008648234,5117.49398082133,83.216611470565,0.510656821744536,5.10569609747937,2.60725854193229,45.7749187150477,2.18784885345296,1.11723994196171,13.3473690837665,2.23299482406621,42.1902336946838,62.4894630855759,2.33366033920549,59.6101106057417,-4.2361,37.9161,-28.6568,11.6829,69.1121,-35.4442,14.6531,71.8253,12.1211,9.8106,-149.3417,-0.556,-3.8049,-111.2716,-25.0269,13.7766,5.298,13.2414,-3.6058,-10.3717,-3.9163,-1.961,-6.1326,3.177,55.7265,-2.6952,1.5966,10.2837,3,183
19924082,111.870942704953,-1520.91142903954,24.7318503833809,5358.71111029493,87.1390923212856,0.51437914784805,5.30826787528182,2.73046230623664,47.874365783643,2.27163508051455,1.16848171693681,13.3295007269485,2.54985111648552,44.108962103225,64.7797127067864,2.33676082959568,62.4072419379047,-1.5108,45.1051,-28.6574,12.3727,76.6441,-41.2523,15.3323,74.8465,4.7272,10.2956,-123.0036,-1.452,-2.7823,-111.2482,-25.2282,13.7766,3.0903,14.4001,-3.5303,-10.4538,-3.366,-1.9493,-6.0781,2.0758,56.0137,5.8807,-1.334,11.3081,3,186
20384140,104.235139239421,-1341.30665291785,21.8112605539078,5068.74403552101,82.4238786852463,0.511464303695027,4.97413645359188,2.54409323772042,44.3519528941001,2.11649034373908,1.08250925993776,13.9617904699399,1.65232827008246,41.1103149018699,61.0659835535774,2.35018150132656,60.6126181313385,-2.3855,46.6702,-29.2952,12.3777,70.0475,-42.98,15.3545,72.9033,11.1745,9.8481,-62.0058,-1.5907,-2.8358,-109.4731,-29.0213,13.7766,1.7102,15.567,-3.0087,-10.3717,-3.895,-2.6335,-5.8516,2.9656,30.9029,0.5455,1.7648,10.3782,3,188
20898494,97.9690333880661,-980.719367707761,15.9476772987033,5043.99048059417,82.021356089112,0.505626072835386,4.72909717894876,2.39115483464877,42.5779983294661,2.05529732020089,1.03921191252227,16.7634448457755,1.69547236983434,35.5791443209697,61.5891998336051,2.30093093221498,66.0736787904087,-2.0415,39.2227,-38.5962,11.674,71.8464,-30.5599,7.9774,71.571,14.1742,11.0206,-37.7681,-0.1211,-2.7911,-111.2356,-24.4024,13.7766,2.8401,13.1664,-3.3375,-10.3736,-3.732,-3.7157,-4.514,1.7183,28.384,-3.9441,1.7423,10.3136,3,189
21523411,119.507041151735,-2151.83365623279,34.9914051664932,5197.37887418287,84.5156359849364,0.519540974086771,5.6142607451388,2.91683849630653,47.5263880619016,2.23271810834464,1.15998854087054,5.73479790615015,1.61719748434684,55.5124062989713,62.0938032109778,2.51454078513354,49.5242308184432,-5.0194,79.6777,-35.1812,3.3403,76.1638,-18.8301,15.805,16.8197,17.4289,4.794,-158.3178,-17.9933,-8.8456,-249.2825,-24.4535,4.31,5.2207,12.2602,-3.2445,-10.3728,2.4889,-5.1486,0.179,-2.7572,31.8555,6.1953,0.0526,9.9778,3,190
21145718,111.06100460062,-2406.01525218365,39.1247038459801,4423.79928246875,71.9363007543554,0.546407297989396,4.96093997050237,2.7106938047698,55.1465833368004,2.46332086132279,1.3459764959163,2.72798973769753,2.06808126947617,51.6623549633689,57.5210464912729,2.01392358112795,32.8115969083753,5.3755,27.9506,-6.8295,-7.4134,41.5893,14.0483,29.9174,26.0675,-18.1853,2.3438,9.1787,-2.123,3.3536,-157.7744,11.7057,6.3269,16.2698,15.0316,-2.8942,-10.2538,-4.522,-5.1934,-10.5733,0.6773,-23.2296,-9.979,-2.6876,1.9922,4,192
20108474,117.643512247166,-2830.85606719038,46.0331268303056,4403.75677232615,71.6103854165588,0.526355444901229,5.45516333197442,2.87135492261027,57.3369827482531,2.65873229963734,1.39943822244888,-0.416535151954219,1.03592809042321,58.3403889924556,58.142775572323,2.05179112343072,25.5772585862532,12.1583,23.9377,9.7746,-9.3578,-2.5485,2.5766,26.0128,96.2496,20.3787,2.5404,-178.9091,-1.6017,4.2235,-58.784,-12.9101,6.6252,1.9578,16.3997,-3.8225,-10.5931,0.0062,-7.4271,-4.7681,3.369,23.1728,-15.8338,-3.9239,1.7191,4,193
21538674,109.867973138553,-2208.96664264859,35.9204562900577,4547.4811540635,73.9475168482139,0.514739323729173,5.20957922472045,2.68157528704615,47.2561919431045,2.24073375300861,1.15339377668078,3.72196782556036,0.428551064545501,54.764174436054,56.3697142242769,2.32494343325065,38.0270605581562,-5.9097,14.6415,6.9351,16.096,72.777,14.925,6.8129,81.2923,-18.9226,6.0535,25.2647,0.5944,-5.1484,-104.5577,-31.1857,4.4331,-0.0524,10.7488,-3.8407,-10.4497,-5.4686,9.0491,-9.4735,-1.0171,-10.0326,-8.3768,-4.9241,5.1922,4,194
20279913,99.1430434826249,-1204.29845886733,19.5833424175477,4892.60838816048,79.5597010648234,0.527894115713483,4.58389126403016,2.41980922535196,45.7361952035642,2.11461882023359,1.1162948321783,15.2807662779316,2.09923498337225,38.4015651520446,59.26370096481,2.16771515517099,59.9763586472758,14.5241,78.9074,-7.0144,18.6137,84.2085,21.6087,9.0665,148.9143,-42.4329,12.2858,54.5525,-37.7727,-2.3204,-84.3754,0.0518,9.5737,2.0286,12.3828,-3.4969,-10.3487,4.5696,1.4395,-16.5706,2.0572,36.2745,2.2198,-1.3838,0.4483,4,195
20841448,104.941258130853,-2310.34066143844,37.5689198478969,4143.13355882632,67.372338282687,0.531254316313973,4.82128359224619,2.56132771855453,46.4348431191498,2.13334155913902,1.13334691146458,1.59057343804024,2.05450708943366,51.5115308032891,52.9057179067174,2.25996796977601,29.8034184347901,-5.7125,82.8713,3.2344,18.4311,-12.2603,5.769,7.4213,11.2676,-40.5367,5.8731,-122.8753,1.2445,-7.5978,-72.9169,12.5672,7.7059,-11.9053,15.9012,-2.8177,-10.2454,-2.1331,10.1739,-12.5275,5.3083,16.2365,-11.0296,9.5694,4.1022,4,197
22139698,100.044169459896,-1533.98283533178,24.9444071822499,4618.33971155625,75.0997622773904,0.543202573902516,4.49519802538911,2.44180313759287,50.1916864539354,2.2552195800788,1.22504108061415,13.079833400427,0.481174076163895,39.7313316760523,59.532160543449,1.99324183999505,50.1553550951405,11.9137,1.3992,-0.7256,18.1197,6.6587,-7.238,20.7115,36.515,0.2085,6.376,22.6079,-12.2703,9.5048,-7.1184,-41.3037,10.9225,-12.0319,13.0311,-4.3856,-10.2678,-1.3404,1.9573,-7.2685,-5.6471,14.216,9.2371,14.9418,11.5936,4,198
21261744,97.7161555110591,-1025.47320486813,16.6754285560078,4983.6856495806,81.040726954801,0.530020413706136,4.49979415806974,2.38498276125258,42.3948869612387,1.95226944492938,1.03474265886732,16.3130792781125,0.691023661517478,37.2628759739264,61.4582340387746,2.304904258865,64.3652983987932,-3.6084,127.9174,-15.3571,16.3883,1.5226,-27.222,17.9455,10.5076,17.77,9.5451,-198.2242,-15.774,5.2037,-24.5646,2.9653,10.8737,11.6371,9.1973,-4.3803,-10.4265,1.8687,6.9188,-10.282,9.7311,23.5139,-8.5178,-3.7716,12.6934,4,199
22637119,101.242807823759,-1628.84092130818,26.486913830059,4597.19316590618,74.755893993441,0.533861985599641,4.62864694063085,2.47105864636489,46.1998638266478,2.11217826683578,1.12761168347336,9.03509602459734,2.54436223647148,44.9831346500066,54.1455569338549,2.19140922587229,48.268980163382,12.3532,23.0436,-30.375,24.6094,110.5821,16.3076,19.9828,108.7281,-20.5018,4.6632,-14.2391,-44.9054,8.428,-175.5999,-46.4615,4.3253,-1.2608,14.132,-2.9656,-10.208,3.6534,8.3807,-5.7256,6.344,24.2591,6.9894,9.3791,5.1086,4,200
20921676,113.199611179038,-1934.37412738973,31.4552514963329,5026.95629211988,81.744359682415,0.507550735111673,5.44357678054082,2.76289139660033,46.5949310496987,2.24067098915981,1.13725420769146,7.05233603549331,1.28999396891677,52.9570001067154,60.1813836982412,2.42944046978624,50.2891081860822,-9.0029,93.6239,-48.2,-0.8911,71.4707,-39.4012,8.4906,80.3846,-45.7868,5.9039,38.9447,-10.5268,-0.131,-108.6435,-32.8521,13.0281,-1.9532,13.148,-3.3161,-10.5618,1.1314,-8.819,-0.2894,-2.8018,65.8468,-11.0398,-3.0414,1.0255,4,201
21823947,121.711485063107,-2478.59661636819,40.3049641855104,5006.18053567907,81.4065208772848,0.510089003354627,5.82377346455104,2.97064280229596,51.3147205500423,2.45535832321197,1.25245127996568,3.22870115169095,0.31795967195307,58.2013167233929,63.3737389814535,2.37186296170927,41.1015566917744,6.1121,68.0108,-47.004,-0.6217,17.7104,-45.9776,10.9084,-1.1281,-21.887,11.1136,-123.8594,-1.701,-1.3637,29.6986,-44.0571,10.2874,-6.8032,12.6545,-4.3878,-10.3496,-3.3362,-6.4707,0.6985,-3.6177,62.3547,-16.0133,14.7579,10.893,4,202
20483403,112.365525811674,-3162.83114855378,51.4314412137244,3747.20630466538,60.9340845976615,0.535567615635169,5.12079803065349,2.74253359142636,53.6655377089453,2.44568231963347,1.30982824852718,-4.7981890634164,0.0390450690865033,63.5105612109345,51.0104422813814,2.09381160813271,9.5026433839371,13.87,104.6448,-43.6067,6.8757,52.571,-43.5026,7.8823,52.0149,-32.333,1.6676,-249.018,-1.0042,2.664,-99.0368,3.4502,5.2337,12.0336,15.0866,-4.7038,-10.5592,1.2405,8.2139,-9.4925,7.7475,38.8477,-15.0957,8.9039,9.0453,4,203
20337378,99.4150568970452,-2280.26272109172,37.0798163364812,3833.37188000341,62.3352405603094,0.570279134243922,4.25484321681351,2.42644830602803,55.0546404029294,2.35627148023564,1.34373245979243,1.9272685017587,0.594453823068614,46.3043144429648,52.1576228957175,1.80575254273671,25.2554242238283,9.2926,36.0098,-36.6242,0.1242,5.1559,-44.0953,29.9719,106.9434,15.4125,2.3191,-166.1713,-9.3811,1.3057,-74.1333,8.6176,7.2055,4.3771,7.4723,-4.4293,-10.4473,4.485,3.1234,-8.0761,-6.4308,74.0176,-11.3127,8.8655,6.5552,4,204
20919520,116.055375458771,-1974.3159836252,32.1047541521673,5162.63269591548,83.9506213063064,0.502575436778979,5.63615425338993,2.83259268565115,48.7224590520451,2.36617471389213,1.18918129032971,7.26756855004697,-0.198938217874573,54.3238044399214,63.3354681627005,2.38196876177372,51.8458671541391,-4.3629,65.8274,4.9226,-6.9936,41.3618,-46.3352,12.3523,122.1655,-17.4047,0.4643,39.3128,-20.9178,7.5589,-39.2027,-9.6985,5.2491,-11.3827,12.8344,-4.3556,-10.2948,-7.5971,-0.216,-13.8237,-5.8435,-17.6569,-0.5794,1.7069,0.2687,4,206
20867167,100.358573298758,-1333.48428384046,21.684059417818,4838.17286132651,78.6745138806832,0.526464778405226,4.65268922423686,2.44947700142624,43.3899759629751,2.01158771958478,1.05903008303387,13.6933841625413,0.105395322921729,41.4541789488687,59.7346234375486,2.31294374037899,56.9904544628651,10.4829,4.1674,-4.2643,17.2507,23.4907,20.9759,6.4434,113.3432,-38.3963,3.4384,-191.5133,-46.1563,7.4722,-188.8217,10.3536,6.0001,-2.193,11.8748,-4.0945,-10.4189,-2.5692,9.9084,-7.8941,0.6103,18.7706,-9.8732,11.4918,2.053,4,207
19136985,103.057903673527,-1286.77859257948,20.924568663614,5050.8767433451,82.1333350096493,0.510179723882722,4.9303413301899,2.51536017848386,44.484183037808,2.12814542459372,1.0857366451015,14.4199678112401,2.0223789573846,39.6703119814155,61.9638820668454,2.31673140059549,61.2087663460353,-1.5039,47.079,-29.3495,12.4677,69.8113,-32.3503,14.2376,71.8998,15.9256,9.93,-76.3327,2.305,-2.7714,-108.9338,-24.9545,4.31,-0.5699,13.483,-3.4396,-10.3728,-3.2016,-1.9539,-5.6059,2.3321,39.2609,-2.837,0.4816,10.2771,4,210
20602209,91.281410397084,-1153.79563297929,18.7621056841307,4459.65173061583,72.5193047127196,0.500652035750629,4.45005342882317,2.22792830833939,41.2261362353899,2.0098123825362,1.00621666079357,14.6192729475894,1.33370136867243,36.5589484970806,55.5671415251714,2.21416360427017,53.7571990285889,-1.6318,39.9014,-41.0516,12.1138,78.1713,-40.2071,7.6305,75.2005,6.2149,10.2289,-78.2139,-1.3307,-3.8219,-109.4229,-27.1384,4.31,4.0501,13.3014,-3.1944,-10.4404,-3.1963,-1.9559,-3.6825,5.0436,46.7822,-1.3294,0.8318,11.055,4,211
20624139,93.6399957830532,-1234.9830744192,20.0823111979844,4523.50800463877,73.5576845848289,0.504720495790171,4.5282386701611,2.28549486665993,41.6852984732253,2.01581577343287,1.01742353658869,14.0016769651541,0.545481890155664,38.3244849437143,56.0813309500332,2.24635541096578,53.4753733868444,-2.0233,40.287,-37.9049,11.6776,71.844,-30.5668,8.7685,71.6062,13.9924,11.0157,-74.9158,-0.163,-2.8068,-111.222,-24.4025,4.31,2.5508,13.1738,-3.3079,-10.3747,-3.7304,-3.5703,-4.4562,1.9309,28.3839,-2.8388,1.5755,10.315,4,212
20251723,101.069607078574,-1481.43065647519,24.0898455029925,4733.95226680336,76.9797615753229,0.514578989514958,4.79388275200098,2.46683134237785,42.4671413351323,2.01428008139982,1.03650620888683,10.1424764863509,0.841984403080656,43.8327572769807,57.4928495071086,2.37994844722362,52.8899160723304,-1.5527,42.4394,-42.7145,11.6045,78.8912,-31.1077,12.8035,73.5497,5.1809,11.662,-77.4376,1.3467,-3.7178,-110.3666,-32.4798,4.31,3.8174,15.1146,-3.4757,-10.4557,-3.852,-1.9369,-5.648,5.719,38.5089,-2.7702,0.3801,10.2923,4,213
20124382,98.2578681805655,-1257.53495996171,20.449032000032,4784.93709093347,77.808836180282,0.506576482018988,4.73414110869379,2.39820454822357,42.8206037014845,2.06313025140901,1.04513326470573,14.195806550676,1.35207545918193,39.3834710576911,58.9371371838145,2.29463995569869,57.35980418025,-1.7607,51.6612,-34.5651,12.1103,69.1099,-38.3533,12.0178,72.5188,5.5857,11.9522,-84.8281,0.7609,-2.7819,-109.5853,-31.4862,4.31,-0.9215,12.9622,-3.3462,-10.383,-3.2476,-2.5608,-4.3867,1.9995,29.8522,-1.5227,1.1176,10.3356,4,215
20521936,95.4911625370777,-1218.3531646998,19.811888850426,4653.97738166866,75.6792736864071,0.500176686640528,4.65970692542712,2.33067677067606,42.4355805599653,2.07073998646746,1.03573586532535,14.3920673892987,0.261251456113316,39.3350263264298,58.3156633241947,2.25026172087219,55.8673848359811,-1.4904,52.3725,-30.6842,12.5553,73.8783,-40.6201,9.7036,73.6701,10.106,9.8166,-118.1523,0.647,-2.3584,-111.1905,-24.7634,4.31,-0.1742,13.0937,-3.4154,-10.388,-3.2505,-1.9485,-5.7905,2.1755,28.7672,-2.4011,1.5779,10.6462,4,216
20872629,95.4523453794999,-1437.69930813144,23.378721144499,4432.24413586953,72.0736242347565,0.516587458279898,4.50984512521943,2.32972943047309,41.7244211633064,1.9713572949707,1.01837845437045,9.92339684911898,1.25781950331061,41.2908996199385,54.1794233341946,2.28768531038229,48.6949030902576,-3.4329,51.549,-43.9734,12.1936,75.6852,-38.0716,15.2181,71.2064,16.9423,11.1431,-127.4312,-2.0195,-2.8856,-123.5053,-24.7605,4.31,-2.2742,13.3881,-3.4764,-10.4557,-3.9129,-1.9634,-5.7678,4.2152,48.2758,4.6021,0.6263,10.341,4,217
20777429,97.7619343450081,-1284.23134326323,20.8831473238989,4727.74272924164,76.8787870208589,0.511386010519761,4.66594705327865,2.3861000488726,42.9385209433902,2.04935455308107,1.04801124904064,13.9416177678955,1.12197527618442,39.6087114948822,57.8968031475704,2.27678858510046,55.99563969696,-1.5063,52.1986,-32.6074,12.1904,70.4003,-38.5139,15.0991,75.1726,16.5443,11.9091,-88.0512,-0.4531,-3.6986,-113.9619,-27.9853,4.31,4.1785,14.574,-3.475,-10.4353,-3.5128,-1.9612,-5.778,1.8183,29.3394,-2.8423,1.5882,10.2808,4,218
20059254,96.684060531435,-1184.01337797376,19.2534825873855,4761.67569859635,77.430577943802,0.506837914370663,4.65591103905653,2.35979224053076,41.735586791655,2.00981607719702,1.01865098883517,14.6291407548592,1.59637729396951,38.3981800509218,58.2145617225993,2.31658562785002,58.1770953564164,-2.7796,51.081,-37.9535,12.4939,68.8957,-37.1936,10.0729,71.5653,5.7182,9.8725,-140.3663,-1.4724,-3.1245,-108.9621,-24.3855,4.31,-1.8565,13.6324,-3.0268,-10.3769,-3.2924,-1.9637,-4.1402,4.3221,33.3837,-2.7964,0.3023,10.2971,4,221
20655095,101.25917432017,-1489.45198266647,24.220281921216,4737.58857964212,77.0388923986952,0.509966327776818,4.84631649094696,2.47145822413245,43.3573065375697,2.07510313101784,1.05823272348334,10.2073326335958,2.07977752877054,41.6718215316752,57.5549981215078,2.33545813627578,52.8186104774792,-2.3441,46.8496,-29.354,12.3742,70.0558,-41.1545,15.1453,72.9103,11.1681,9.9023,-84.7649,-1.5916,-2.849,-109.4727,-28.7266,4.31,1.5956,15.1408,-3.013,-10.3729,-3.8878,-2.6119,-5.5413,3.0104,30.8385,0.6056,1.5938,10.3786,4,223
21038784,96.8971717266273,-1305.36491225592,21.2268045917809,4653.4296637976,75.6703671345983,0.514837407091019,4.59367100889302,2.36499367124767,41.7850014840394,1.98093036673264,1.0198570536365,13.4783030987102,0.73036334913463,40.5600712548835,56.9963416937193,2.31894623154768,54.4435625428174,-1.7314,33.7014,-38.3672,12.3598,73.5981,-38.0569,15.2223,72.3688,18.3907,11.9428,-136.5275,3.7948,-3.0708,-109.5841,-25.2449,4.31,4.3583,13.1309,-3.3186,-10.3854,-3.4303,-1.9819,-4.2189,3.8863,29.7226,4.9377,-2.8074,11.4276,4,225
19794541,106.920199443717,-1589.09643760811,25.8406206892048,4986.07488228609,81.0795787542385,0.508969119859362,5.12728209598263,2.60962825566295,45.7699353465098,2.19486468653639,1.11711834771682,10.0314669028345,3.71034225055165,42.2742983364649,60.2351741229239,2.3360356232592,55.2389580650337,-3.9072,39.2119,-28.7568,11.6864,69.1391,-35.2129,14.5447,71.8535,12.0853,9.8694,-149.3417,-0.5793,-3.7946,-111.2575,-25.0226,4.31,4.3535,13.2453,-3.4717,-10.3729,-3.908,-1.961,-5.7437,3.2057,48.5647,-2.0112,1.4553,10.2857,4,227
23925021,106.244350864629,-1603.63157722092,26.0769795535949,4929.97771588195,80.1673713107618,0.516341707040862,5.02212486606336,2.59313252631552,44.1003569089253,2.08460494353039,1.0763684750483,9.51000640446946,1.60947205908636,45.7028182762542,59.4817780419711,2.40914945618335,54.0903917571669,-3.1264,44.6529,-37.4064,12.3955,77.126,-36.4245,15.2049,71.9968,5.1931,9.8157,-145.2782,-0.5636,-3.8156,-110.7132,-30.6569,4.31,3.2284,14.5849,-3.0632,-10.3734,-3.7328,-3.6322,-5.7904,3.5068,45.1284,-2.8467,0.0124,10.6211,4,228
19640346,98.4167462989497,-1609.24982340828,26.168338998642,4442.99260626278,72.2484073000557,0.501776920288609,4.78715175268785,2.40208226341793,43.0787170961011,2.09541936515275,1.05143307575946,8.38597798190463,1.70482985366883,42.8377059750675,54.950974967386,2.28457932206753,46.0800683014138,-1.406,52.416,-29.6532,11.6317,78.8896,-34.6674,10.4891,74.9139,5.279,11.095,-155.8676,4.4328,-2.3432,-117.9823,-32.3666,4.31,-2.2988,14.3792,-3.4675,-10.4356,-3.6508,-1.9568,-5.7815,4.0522,28.3172,2.091,0.0019,10.5169,4,229
